osm_type,osm_id,lat,lon,poi_type,functional_group,name,seniunija,seniunija_nr,cluster
node,3246106387,54.7185756,25.2250169,amenity:parking,transport,,Justiniškės,8.0,126
node,3246114278,54.7234125,25.2206023,amenity:parking,transport,,Justiniškės,8.0,128
node,3246118523,54.7207331,25.2137167,amenity:parking,transport,,Justiniškės,8.0,128
node,3246118567,54.7208025,25.2145363,amenity:parking,transport,,Justiniškės,8.0,128
node,3246118568,54.7210784,25.2149337,amenity:parking,transport,,Justiniškės,8.0,128
node,3246118603,54.7275091,25.213729,amenity:parking,transport,,Pašilaičiai,7.0,-1
node,3246122411,54.7230074,25.2100816,amenity:parking,transport,,Justiniškės,8.0,-1
node,3246139861,54.7288356,25.2131925,amenity:parking,transport,,Pašilaičiai,7.0,-1
node,3246242258,54.7342589,25.2229541,amenity:parking,transport,,Pašilaičiai,7.0,-1
node,3246245266,54.7373125,25.2258235,amenity:parking,transport,,Pašilaičiai,7.0,152
node,3246263954,54.7386266,25.2332716,amenity:parking,transport,,Fabijoniškės,4.0,72
node,3246420192,54.7041909,25.3005563,amenity:parking,transport,,Žirmūnai,2.0,71
node,3246444307,54.7032654,25.292454,amenity:parking,transport,,Žirmūnai,2.0,69
node,3246704219,54.6102617,25.160077,amenity:parking,transport,,Paneriai,20.0,21
node,3246704260,54.6170803,25.1538394,amenity:parking,transport,,Paneriai,20.0,21
node,3248228151,54.6289184,25.2718073,office:company,work,Vainekta,Naujininkai,19.0,-1
node,3250753173,54.6476682,25.2648831,shop:confectionery,retail,Dzūkija,Naujininkai,19.0,124
node,3250874001,54.6474248,25.272242,office:company,work,Blankų leidykla,Naujininkai,19.0,129
node,3250876283,54.6474898,25.2707494,office:company,work,INTRAC Lietuva,Naujininkai,19.0,129
node,3250881829,54.6462179,25.2699557,office:company,work,IDW Metalas ir mediena UAB,Naujininkai,19.0,129
node,3250898366,54.6474761,25.2704693,office:company,work,Standartų spaustuvė,Naujininkai,19.0,129
node,3250910025,54.6479066,25.273867,office:company,work,TNT,Naujininkai,19.0,129
node,3250961663,54.6411286,25.2699506,amenity:cafe,leisure,Antoria,Naujininkai,19.0,123
node,3252298138,54.6434596,25.2679919,office:company,work,UAB “Bennet distributors”,Naujininkai,19.0,130
node,3252311970,54.6443743,25.2682281,office:company,work,UAB Parnasas,Naujininkai,19.0,130
node,3252480210,54.6515631,25.2800873,amenity:cafe,leisure,Felit,Naujininkai,19.0,-1
node,3254075412,54.6548559,25.2976848,amenity:cafe,leisure,Žijūrė,Naujininkai,19.0,9
node,3254847269,54.680728,25.290109,tourism:museum,leisure,Lietuvos dailės muziejus,Senamiestis,16.0,67
node,3254856374,54.677236,25.285511,office:company,work,LDM Prano Gudyno restauravimo centras,Senamiestis,16.0,67
node,3256437835,54.646675,25.3017595,shop:car_parts,retail,Asvela,Naujininkai,19.0,9
node,3256535106,54.6408543,25.2788949,office:yes,work,Leidimų biuras,Naujininkai,19.0,93
node,3257148537,54.7150301,25.2848927,shop:electronics,retail,Promaksa,Verkiai,1.0,71
node,3259752814,54.67835,25.287832,tourism:museum,leisure,Kazio Varnelio namai-muziejus,Senamiestis,16.0,67
node,3259759997,54.682321,25.289265,tourism:museum,leisure,Signatarų namai,Senamiestis,16.0,67
node,3259785529,54.7068083,25.2254523,shop:hairdresser,retail,,Viršuliškės,9.0,99
node,3259785531,54.7070345,25.2243258,shop:hairdresser,retail,,Viršuliškės,9.0,99
node,3259785532,54.7071627,25.2231241,shop:hairdresser,retail,Ivangela,Viršuliškės,9.0,99
node,3259785533,54.7077644,25.2214757,shop:hairdresser,retail,Nelios Šantariovos kirpykla,Viršuliškės,9.0,99
node,3259810865,54.7042248,25.2255177,shop:kiosk,retail,,Viršuliškės,9.0,94
node,3259819888,54.700876,25.2701079,shop:computer,retail,PC Help,Šnipiškės,3.0,69
node,3259847947,54.6973574,25.2747061,amenity:restaurant,leisure,Valgykla,Šnipiškės,3.0,69
node,3259861215,54.7329084,25.2606387,shop:copyshop,retail,,Verkiai,1.0,-1
node,3260599671,54.6970685,25.2737686,shop:travel_agency,retail,Sofa travel,Šnipiškės,3.0,69
node,3260674724,54.7024407,25.2594241,office:company,work,Microsoft Lietuva,Žvėrynas,6.0,80
node,3260674725,54.7036343,25.2792051,amenity:restaurant,leisure,Skonio ambasadoriai,Šnipiškės,3.0,69
node,3260674726,54.7049939,25.2834085,shop:computer,retail,Kilobaitas,Šnipiškės,3.0,69
node,3261259196,54.7005777,25.2219117,shop:weapons,retail,Vilniaus ginklai,Viršuliškės,9.0,94
node,3261282530,54.7097442,25.2219684,amenity:restaurant,leisure,CanCan Pizza,Viršuliškės,9.0,99
node,3261341152,54.6866243,25.279327,shop:tea,retail,Skonis ir kvapas,Senamiestis,16.0,67
node,3261341153,54.6866396,25.2792782,shop:tobacco,retail,Skonis is kvapas,Senamiestis,16.0,67
node,3262339225,54.6371072,25.2671997,amenity:cafe,leisure,Anrevika,Naujininkai,19.0,131
node,3262547914,54.6973334,25.2496832,amenity:cafe,leisure,Caffeine,Žvėrynas,6.0,80
node,3262547915,54.6974218,25.2496618,shop:alcohol,retail,Bravo alco,Žvėrynas,6.0,80
node,3262547918,54.6985523,25.2481215,office:insurance,work,Ergo,Žvėrynas,6.0,80
node,3262547922,54.6943214,25.2508907,shop:charity,retail,Humana,Žvėrynas,6.0,80
node,3262830845,54.6984566,25.2495401,office:estate_agent,work,Capital,Žvėrynas,6.0,80
node,3262846312,54.6899799,25.2602967,shop:travel_agency,retail,Novaturas,Naujamiestis,17.0,67
node,3263464585,54.7037203,25.2178197,shop:car_repair,retail,Martonas,Viršuliškės,9.0,94
node,3264949503,54.7057884,25.2251684,shop:hairdresser,retail,D. Tarulytės Kirpykla,Viršuliškės,9.0,94
node,3265048696,54.6923015,25.3048027,shop:hairdresser,retail,,Senamiestis,16.0,104
node,3265064898,54.6918335,25.3056067,amenity:fast_food,leisure,bandelės,Antakalnis,13.0,104
node,3265064899,54.6974101,25.2983985,shop:charity,retail,Humana,Žirmūnai,2.0,86
node,3265064901,54.6937427,25.2978606,other:unknown,other,Irkluotojai,Žirmūnai,2.0,132
node,3265412215,54.7023312,25.2105265,office:company,work,Lesto,Viršuliškės,9.0,101
node,3265455253,54.702872,25.2117048,shop:car_parts,retail,Mega Mesta,Viršuliškės,9.0,101
node,3265456368,54.7004993,25.2114838,office:company,work,ATEA,Viršuliškės,9.0,101
node,3265458830,54.7024144,25.2106101,office:insurance,work,BTA draudimas,Viršuliškės,9.0,101
node,3265458831,54.7025248,25.210647,amenity:restaurant,leisure,,Viršuliškės,9.0,101
node,3266885261,54.7111225,25.265443,shop:mobile_phone,retail,Tele2,Šeškinė,5.0,70
node,3266885262,54.7101037,25.2630612,shop:mobile_phone,retail,Omnitel,Šeškinė,5.0,70
node,3266885263,54.711351,25.2653799,shop:clothes,retail,H&M,Šeškinė,5.0,70
node,3266885264,54.7110549,25.2660496,shop:clothes,retail,Zara,Šeškinė,5.0,70
node,3266885265,54.7109233,25.2656803,shop:clothes,retail,Bershka,Šeškinė,5.0,70
node,3266885266,54.710539,25.2638564,amenity:restaurant,leisure,CanCan Pizza,Šeškinė,5.0,70
node,3266885268,54.7101381,25.2613932,shop:clothes,retail,Apranga,Šeškinė,5.0,70
node,3266885269,54.7107568,25.2628949,shop:clothes,retail,Oysho,Šeškinė,5.0,70
node,3266885271,54.7101627,25.263752,amenity:restaurant,leisure,Delano,Šeškinė,5.0,70
node,3266885275,54.7103328,25.2640866,amenity:fast_food,leisure,McDonald's,Šeškinė,5.0,70
node,3266885276,54.7106296,25.2621813,shop:clothes,retail,Monton,Šeškinė,5.0,70
node,3266885277,54.7103495,25.2615699,shop:cosmetics,retail,KristiAna,Šeškinė,5.0,70
node,3266885278,54.7102843,25.2611539,shop:clothes,retail,Mango,Šeškinė,5.0,70
node,3266888064,54.7105756,25.262779,amenity:fast_food,leisure,Čili pica,Šeškinė,5.0,70
node,3267064394,54.7030716,25.2211214,other:unknown,other,Moterų sporto klubas „Effectus“,Viršuliškės,9.0,94
node,3270532062,54.6362072,25.2576466,amenity:cafe,leisure,Intuicija,Naujininkai,19.0,131
node,3270537643,54.6351479,25.2574008,amenity:parking,transport,,Naujininkai,19.0,131
node,3270610363,54.6335101,25.2582161,amenity:parking,transport,,Naujininkai,19.0,-1
node,3270656445,54.7136242,25.2437423,amenity:parking,transport,,Šeškinė,5.0,98
node,3270674008,54.6373797,25.2620163,amenity:parking,transport,,Naujininkai,19.0,131
node,3270933567,54.642485,25.2633224,office:company,work,Artva,Naujininkai,19.0,-1
node,3272867017,54.7068447,25.227702,shop:computer,retail,Laptopas,Viršuliškės,9.0,103
node,3272867019,54.7068062,25.2286867,office:lawyer,work,Alinos Volynec kontora,Viršuliškės,9.0,103
node,3272867023,54.7077384,25.221515,shop:beauty,retail,,Viršuliškės,9.0,99
node,3272867024,54.707419,25.2209194,amenity:kindergarten,education,Pepės akademija,Viršuliškės,9.0,99
node,3272870645,54.6850899,25.2803763,shop:shoes,retail,So Sneakers!,Senamiestis,16.0,67
node,3272870647,54.6850644,25.2812085,amenity:bar,leisure,Botanikas,Senamiestis,16.0,67
node,3272910298,54.6861635,25.2796297,amenity:fast_food,leisure,Senoji kibininė,Senamiestis,16.0,67
node,3273562948,54.7195266,25.2211094,amenity:parking,transport,,Justiniškės,8.0,126
node,3273811873,54.7069078,25.2197279,shop:car_repair,retail,,Viršuliškės,9.0,99
node,3282322833,54.6653581,25.1622882,amenity:parking,transport,,Paneriai,20.0,12
node,3282323005,54.6658078,25.1624843,amenity:parking,transport,,Paneriai,20.0,12
node,3282323173,54.6657295,25.1624773,amenity:parking,transport,,Paneriai,20.0,12
node,3282467080,54.6522296,25.1864085,office:company,work,Linava,Vilkpėdė,18.0,26
node,3282478661,54.6525525,25.186916,amenity:parking,transport,,Vilkpėdė,18.0,26
node,3282484031,54.6524741,25.1865689,amenity:cafe,leisure,,Vilkpėdė,18.0,26
node,3282510313,54.652903,25.188481,amenity:parking,transport,,Vilkpėdė,18.0,26
node,3282528493,54.6511607,25.1947009,office:company,work,Arlanga,Vilkpėdė,18.0,27
node,3282608181,54.6497856,25.1936576,office:company,work,Mokslinė UAB „Vingis“,Vilkpėdė,18.0,27
node,3283703941,54.7271778,25.2708947,amenity:parking,transport,,Verkiai,1.0,133
node,3283703942,54.7282632,25.272883,amenity:parking,transport,,Verkiai,1.0,133
node,3283981096,54.6842064,25.2642852,shop:books,retail,knygynas,Naujamiestis,17.0,67
node,3284029419,54.6927703,25.2794131,shop:hairdresser,retail,Selective.lt grožio studija,Šnipiškės,3.0,69
node,3287327862,54.7091308,25.2203703,shop:hairdresser,retail,Kirpykla,Viršuliškės,9.0,99
node,3287373229,54.6813708,25.2664596,shop:travel_agency,retail,Zigzag,Naujamiestis,17.0,67
node,3290611427,54.6472109,25.2010794,amenity:parking,transport,,Vilkpėdė,18.0,33
node,3296684615,54.7087121,25.2204597,office:company,work,Erseta,Viršuliškės,9.0,99
node,3296858201,54.6964452,25.2779566,office:company,work,iTree Group,Šnipiškės,3.0,69
node,3299033629,54.6697753,25.2675745,office:company,work,Maisto Bankas,Naujamiestis,17.0,67
node,3299126793,54.6635791,25.2813696,amenity:parking,transport,,Naujininkai,19.0,-1
node,3300465174,54.6993235,25.2872427,shop:hairdresser,retail,Kirpykla Solariumas,Žirmūnai,2.0,69
node,3300468365,54.6974508,25.2871613,amenity:parking,transport,,Šnipiškės,3.0,69
node,3301167308,54.6591434,25.2781162,amenity:parking,transport,,Naujininkai,19.0,134
node,3301167309,54.6591367,25.2794335,amenity:parking,transport,,Naujininkai,19.0,134
node,3301278561,54.6516735,25.2191564,amenity:parking,transport,,Vilkpėdė,18.0,-1
node,3303110168,54.6588218,25.228269,amenity:parking,transport,,Vilkpėdė,18.0,-1
node,3304739133,54.6947805,25.2775685,office:government,work,SoDra,Šnipiškės,3.0,69
node,3304746036,54.6983395,25.2587545,amenity:restaurant,leisure,Ajurvedinė virtuvė,Žvėrynas,6.0,80
node,3306254092,54.713154,25.3012624,amenity:cafe,leisure,,Žirmūnai,2.0,71
node,3307761739,54.6739989,25.2026779,shop:hairdresser,retail,Gražio salonas L'amour,Lazdynai,11.0,109
node,3309269269,54.6747437,25.2018016,amenity:cafe,leisure,Klasika,Lazdynai,11.0,109
node,3312642038,54.6790401,25.2259248,amenity:cafe,leisure,,Lazdynai,11.0,-1
node,3317421752,54.6886353,25.4118465,amenity:clinic,healthcare,EuroMED,Naujoji Vilnia,14.0,18
node,3319664085,54.6646449,25.2516975,office:company,work,Aulima UAB,Vilkpėdė,18.0,135
node,3321079041,54.6929106,25.3038645,shop:florist,retail,,Senamiestis,16.0,104
node,3321095686,54.7120986,25.3030074,shop:houseware,retail,JYSK,Žirmūnai,2.0,71
node,3321116661,54.719118,25.2963711,office:company,work,"VMI, Akcizų administravimo departamentas",Žirmūnai,2.0,71
node,3325871891,54.7392695,25.2294886,amenity:restaurant,leisure,Baltijos parkas UAB,Fabijoniškės,4.0,72
node,3327292004,54.7320506,25.2372248,office:company,work,Jungent,Fabijoniškės,4.0,72
node,3327303740,54.7339109,25.2363953,amenity:restaurant,leisure,Juan Juan,Fabijoniškės,4.0,72
node,3327307213,54.7338759,25.236512,office:company,work,Aitvaras,Fabijoniškės,4.0,72
node,3327779615,54.7140902,25.3021539,shop:stationery,retail,UAB Rimvydas ir KO,Žirmūnai,2.0,71
node,3332501315,54.62634,25.1478832,amenity:cafe,leisure,Maisto linija,Paneriai,20.0,21
node,3332611442,54.6680607,25.2608086,shop:alcohol,retail,Vilniaus degtinė,Naujamiestis,17.0,67
node,3333713423,54.6841085,25.2792436,amenity:bar,leisure,Jackie Bar,Senamiestis,16.0,67
node,3339331903,54.7110646,25.2551804,shop:car_repair,retail,Matsuda,Šeškinė,5.0,108
node,3342285068,54.7217271,25.3333586,amenity:cafe,leisure,Maisto imperija UAB,Antakalnis,13.0,136
node,3347306677,54.6795587,25.2663562,shop:computer,retail,Kilobaitas,Naujamiestis,17.0,67
node,3350463232,54.6877482,25.4138844,amenity:restaurant,leisure,Žaibo Pica,Naujoji Vilnia,14.0,18
node,3355421670,54.6686506,25.2345584,amenity:charging_station,transport,Fakto auto,Vilkpėdė,18.0,137
node,3355429157,54.7837095,25.2759615,amenity:charging_station,transport,,Verkiai,1.0,7
node,3355493943,54.6885086,25.278184,amenity:charging_station,transport,,Naujamiestis,17.0,67
node,3355616095,54.7151796,25.2762449,amenity:charging_station,transport,,Verkiai,1.0,71
node,3355616096,54.654691,25.266587,amenity:charging_station,transport,,Naujininkai,19.0,125
node,3356137061,54.7126776,25.2903858,shop:furniture,retail,Vildika,Žirmūnai,2.0,71
node,3356137062,54.7126075,25.2904231,shop:furniture,retail,Kėdžių centras,Žirmūnai,2.0,71
node,3356137063,54.7125616,25.2905866,shop:stationery,retail,Spaudos Departamentas,Žirmūnai,2.0,71
node,3356137065,54.7124947,25.2910019,shop:car_repair,retail,,Žirmūnai,2.0,71
node,3356137066,54.7124662,25.2911282,shop:car_repair,retail,,Žirmūnai,2.0,71
node,3356137067,54.7123576,25.2915287,shop:houseware,retail,Rokseta,Žirmūnai,2.0,71
node,3356137068,54.7123505,25.2915749,office:insurance,work,Lietuvos draudimas,Žirmūnai,2.0,71
node,3356137070,54.712306,25.2916889,shop:car_parts,retail,Signeda,Žirmūnai,2.0,71
node,3356137071,54.7134393,25.2955652,shop:wine,retail,Masters of Cheese,Žirmūnai,2.0,71
node,3356137072,54.7109658,25.3030634,shop:electronics,retail,arvitra,Žirmūnai,2.0,71
node,3356137073,54.7108993,25.3030475,shop:optician,retail,Fielmann,Žirmūnai,2.0,71
node,3356137075,54.710651,25.3030446,amenity:restaurant,leisure,Sushi City,Žirmūnai,2.0,71
node,3371902368,54.6800196,25.2775211,amenity:restaurant,leisure,City Chef,Senamiestis,16.0,67
node,3387450107,54.713374,25.2966351,amenity:fast_food,leisure,Sushi Express,Žirmūnai,2.0,71
node,3392818657,54.6906647,25.2777439,shop:hairdresser,retail,Blessed,Naujamiestis,17.0,67
node,3393691557,54.6860813,25.2847321,shop:shoes,retail,Danija,Senamiestis,16.0,67
node,3408444444,54.6447345,25.090732,shop:convenience,retail,Čia,Paneriai,20.0,-1
node,3415525245,54.7133959,25.3002229,shop:car_repair,retail,Dagris,Žirmūnai,2.0,71
node,3415597863,54.7060667,25.2751462,shop:car_repair,retail,Ratų ir kondicionierių remontas,Šnipiškės,3.0,-1
node,3415638214,54.6820992,25.2538395,office:company,work,Spaustuvė „Kopa“,Naujamiestis,17.0,138
node,3415935997,54.7037348,25.2734632,shop:tool_hire,retail,Ramirent,Šnipiškės,3.0,69
node,3419674124,54.7147748,25.3073844,office:company,work,Tado Vėbros dailės dirbtuvės,Žirmūnai,2.0,71
node,3433903798,54.6649899,25.2836785,shop:supermarket,retail,Aibė,Naujininkai,19.0,-1
node,3433903799,54.6644021,25.2866219,amenity:fast_food,leisure,Chiff Pizza,Naujininkai,19.0,-1
node,3433903802,54.6406272,25.2788505,office:yes,work,Litcargus Cargo Centre,Naujininkai,19.0,93
node,3448923468,54.6828199,25.2357264,amenity:bar,leisure,Rawspot,Vilkpėdė,18.0,28
node,3454019112,54.7011654,25.2218302,office:company,work,Margi Raštai,Viršuliškės,9.0,94
node,3459082435,54.6860314,25.271977,tourism:museum,leisure,Profesorių namas,Naujamiestis,17.0,67
node,3459093450,54.7138835,25.2478371,shop:car_repair,retail,Kondicionierių centras,Šeškinė,5.0,98
node,3461138847,54.689736,25.277289,tourism:museum,leisure,B. Grincevičiutės memorialinis butas-muziejus Beatričės namai,Naujamiestis,17.0,67
node,3469871601,54.7297376,25.2273343,shop:computer,retail,Techarena,Pašilaičiai,7.0,102
node,3472732637,54.6861422,25.2734855,tourism:museum,leisure,Venclovų namai-muziejus,Naujamiestis,17.0,67
node,3488363281,54.681462,25.289386,tourism:museum,leisure,Marijos ir Jurgio Šlapelių namas-muziejus,Senamiestis,16.0,67
node,3488704551,54.7040673,25.3082138,office:company,work,Sveikatos ekonomikos centras,Antakalnis,13.0,75
node,3494632553,54.7129667,25.2984229,office:educational_institution,work,EnglishTeacher.lt,Žirmūnai,2.0,71
node,3498880020,54.6834335,25.2940182,tourism:museum,leisure,Vilniaus dailės akademijos muziejus,Senamiestis,16.0,67
node,3511110209,54.6588491,25.278291,amenity:restaurant,leisure,Restoranas Amicus,Naujininkai,19.0,134
node,3512258776,54.690793,25.276689,tourism:museum,leisure,Stasio Vainiūno namai-muziejus,Naujamiestis,17.0,67
node,3512299556,54.695448,25.304383,tourism:museum,leisure,Lituanistikos židinys,Antakalnis,13.0,-1
node,3512322130,54.721784,25.331504,tourism:museum,leisure,Vilniaus universiteto Fizikos muziejus,Antakalnis,13.0,136
node,3512342301,54.669861,25.25661,tourism:museum,leisure,Lietuvos aklųjų istorijos muziejus,Vilkpėdė,18.0,67
node,3520027154,54.7431412,25.2786496,shop:doityourself,retail,Jeruzalės statybinės medžiagos,Verkiai,1.0,84
node,3523246856,54.7236364,25.2975586,shop:car_repair,retail,Autoja,Žirmūnai,2.0,82
node,3529939318,54.7528894,25.2636263,tourism:museum,leisure,Mineralų muziejus,Verkiai,1.0,17
node,3529939319,54.7450887,25.2789725,tourism:museum,leisure,Muitinės muziejus,Verkiai,1.0,84
node,3529939320,54.759295,25.266472,tourism:museum,leisure,Pirmojo pėstininkų didžiojo Lietuvos kunigaikščio Gedimino pulko štabo bataliono Gediminaičių muziejus,Verkiai,1.0,29
node,3529939323,54.675131,25.2735505,tourism:museum,leisure,Vilniaus universiteto Lietuvos matematikų muziejus,Naujamiestis,17.0,67
node,3529939324,54.6825205,25.2597092,tourism:museum,leisure,Vilniaus universiteto Medicinos fakulteto medicinos istorijos muziejus,Naujamiestis,17.0,67
node,3531323193,54.7373506,25.2624829,shop:doityourself,retail,Moki-Veži,Verkiai,1.0,-1
node,3531628162,54.7266957,25.2331346,shop:pawnbroker,retail,Lombardas,Pašilaičiai,7.0,68
node,3542387673,54.7399525,25.2251703,shop:bakery,retail,,Pašilaičiai,7.0,72
node,3542393912,54.7401538,25.2250817,shop:hairdresser,retail,,Pašilaičiai,7.0,72
node,3571119693,54.7627068,25.1985082,amenity:charging_station,transport,Krovimo stotelė,,,30
node,3571601993,54.703945,25.313119,tourism:museum,leisure,Generolo Jono Žemaičio Lietuvos karo akademijos muziejus,Antakalnis,13.0,75
node,3571601997,54.677673,25.249974,tourism:museum,leisure,Lietuvos radijo ir televizijos muziejus,Naujamiestis,17.0,139
node,3571602001,54.6988536,25.3030159,tourism:museum,leisure,Tuskulėnų rimties parko memorialinis kompleksas,Žirmūnai,2.0,-1
node,3571602002,54.682511,25.2603098,tourism:museum,leisure,Vilniaus universiteto Geologijos muziejus,Naujamiestis,17.0,67
node,3571602003,54.6825101,25.2610467,tourism:museum,leisure,Vilniaus universiteto Zoologijos muziejus,Naujamiestis,17.0,67
node,3583952399,54.671327,25.2323517,office:company,work,Grialtis UAB,Vilkpėdė,18.0,-1
node,3583964224,54.6204468,25.1523225,office:company,work,Elfanta,Paneriai,20.0,21
node,3583982153,54.6217903,25.1533695,office:company,work,Arimex,Paneriai,20.0,21
node,3583992915,54.6241191,25.1525051,office:company,work,Axis transport,Paneriai,20.0,21
node,3597052441,54.6973488,25.2216797,shop:optician,retail,Optaliuks,Karoliniškės,10.0,95
node,3597052442,54.6972666,25.2216448,shop:haberdashery,retail,Sagų pasaulis,Karoliniškės,10.0,95
node,3597052443,54.6971999,25.2216099,shop:clothes,retail,Gausa,Karoliniškės,10.0,95
node,3597052444,54.6971488,25.2215697,shop:clothes,retail,Gerų rubų parduotuvė,Karoliniškės,10.0,95
node,3597052445,54.6972371,25.2217816,shop:ski,retail,slides.lt,Karoliniškės,10.0,95
node,3597052447,54.6968285,25.2221727,amenity:clinic,healthcare,Sveikatos klinika | Karoliniškės,Karoliniškės,10.0,95
node,3597052449,54.696991,25.2224015,shop:shoe_repair,retail,Avalynės taisykla,Karoliniškės,10.0,95
node,3597052450,54.6971987,25.2223774,office:company,work,Karoliniškių būstas,Karoliniškės,10.0,95
node,3597052451,54.6971832,25.2224713,office:company,work,Viršuliškių būstas,Karoliniškės,10.0,95
node,3597052452,54.6968236,25.2223264,shop:hairdresser,retail,,Karoliniškės,10.0,95
node,3597080884,54.6976147,25.2233682,shop:pet,retail,Laila,Karoliniškės,10.0,95
node,3597080885,54.6971858,25.2232489,shop:beauty,retail,Simona,Karoliniškės,10.0,95
node,3605341815,54.6929788,25.2647143,amenity:cafe,leisure,Brokolis,Naujamiestis,17.0,67
node,3627447041,54.680066,25.286374,shop:gift,retail,Aromatų sodas,Senamiestis,16.0,67
node,3629146556,54.6811957,25.2944743,tourism:museum,leisure,Jono Meko vizualiųjų menų centras,Senamiestis,16.0,67
node,3629146558,54.65301,25.150938,tourism:museum,leisure,Stasio Brundzos automobilių ir transporto muziejus,Paneriai,20.0,31
node,3629190466,54.673381,25.278633,tourism:museum,leisure,Ivano Luckevičiaus vardo gudų muziejus,Senamiestis,16.0,67
node,3629190475,54.679702,25.286614,tourism:museum,leisure,Vitražo manufaktūros galerija-dirbtuvės,Senamiestis,16.0,67
node,3640468865,54.6859593,25.2793729,amenity:pub,leisure,Bluesynė,Senamiestis,16.0,67
node,3647750796,54.6944934,25.2814629,shop:stationery,retail,Laiva,Šnipiškės,3.0,69
node,3655273597,54.6850649,25.2935896,amenity:cafe,leisure,Kavos Namas,Senamiestis,16.0,67
node,3660258982,54.6853116,25.2806731,shop:books,retail,Zodiakas,Senamiestis,16.0,67
node,3663191911,54.6950934,25.2827065,office:lawyer,work,In Jure,Šnipiškės,3.0,69
node,3663474737,54.6854716,25.2039022,amenity:pub,leisure,Ajerų baras,Karoliniškės,10.0,140
node,3664124110,54.6939482,25.2777451,amenity:pub,leisure,Haze Pub,Šnipiškės,3.0,69
node,3665550144,54.7015995,25.259819,office:company,work,Danske Bank,Žvėrynas,6.0,80
node,3665763953,54.675021,25.2852922,amenity:pub,leisure,Bukowski,Senamiestis,16.0,67
node,3665763955,54.686161,25.284369,amenity:pub,leisure,Mr. Pub,Senamiestis,16.0,67
node,3665793064,54.697385,25.298736,shop:alcohol,retail,Alynas,Žirmūnai,2.0,86
node,3665793069,54.7097259,25.1870329,shop:alcohol,retail,Vynoteka,Pilaitė,12.0,2
node,3669333820,54.7183041,25.2854408,shop:electronics,retail,Restoranų įranga,Verkiai,1.0,71
node,3681939046,54.6853108,25.2754869,amenity:pub,leisure,3 Staliukai ir Telikas,Naujamiestis,17.0,67
node,3685225011,54.740111,25.2282119,shop:alcohol,retail,Vilniaus alus,Fabijoniškės,4.0,72
node,3694394229,54.6196903,25.0558761,amenity:restaurant,leisure,Alaus restoranas „Pilialaukis“,,,-1
node,3697146850,54.6934314,25.2668054,office:it,work,Lexita,Naujamiestis,17.0,67
node,3697174092,54.6513255,25.2267326,shop:department_store,retail,"Dalsa, UAB",Vilkpėdė,18.0,107
node,3697263981,54.6888435,25.2519462,office:newspaper,work,Lietuvos žinios,Žvėrynas,6.0,89
node,3697263983,54.6866412,25.2597678,office:it,work,Blue Bridge,Naujamiestis,17.0,67
node,3701375671,54.6731582,25.2776791,amenity:cafe,leisure,,Naujamiestis,17.0,67
node,3702350171,54.7377376,25.2161903,shop:convenience,retail,Aibė,Pašilaičiai,7.0,116
node,3703551027,54.6926659,25.2641232,amenity:bar,leisure,Liverpool Indie/Rock Bar,Naujamiestis,17.0,67
node,3703551028,54.693087,25.2646696,office:it,work,Delfi,Naujamiestis,17.0,67
node,3705246037,54.6903384,25.2641358,amenity:restaurant,leisure,Leleko,Naujamiestis,17.0,67
node,3705246040,54.6917481,25.2647025,office:company,work,Valstybės žinios,Naujamiestis,17.0,67
node,3705246061,54.6994575,25.258134,amenity:cafe,leisure,Caffeine,Žvėrynas,6.0,80
node,3705246062,54.7004742,25.2572087,amenity:fast_food,leisure,McDonald's,Žvėrynas,6.0,80
node,3705246064,54.7002556,25.2568922,shop:clothes,retail,Apranga,Žvėrynas,6.0,80
node,3705246065,54.700034,25.2569431,shop:wine,retail,Winemaker,Žvėrynas,6.0,80
node,3705250771,54.7009793,25.2576979,shop:clothes,retail,H&M,Žvėrynas,6.0,80
node,3705250772,54.7002297,25.2571768,shop:books,retail,Pegasas,Žvėrynas,6.0,80
node,3707760036,54.70064,25.409924,shop:alcohol,retail,Dundulio alus,Naujoji Vilnia,14.0,15
node,3710222845,54.6966497,25.2727832,amenity:parking,transport,,Šnipiškės,3.0,69
node,3710228077,54.708112,25.2231499,shop:medical_supply,retail,Šiuolaikinė Ortopedija,Viršuliškės,9.0,99
node,3710261442,54.6819877,25.2875545,amenity:restaurant,leisure,Ertlio Namas,Senamiestis,16.0,67
node,3721811246,54.7040795,25.2240128,shop:hairdresser,retail,Vizija,Viršuliškės,9.0,94
node,3731064023,54.6894324,25.2530746,office:educational_institution,work,Vilniaus suaugusiųjų mokymo centras,Žvėrynas,6.0,89
node,3737309709,54.7413385,25.2211131,office:research,work,Sermo,Pašilaičiai,7.0,72
node,3744527385,54.6973721,25.2561981,shop:outdoor,retail,4 Season,Žvėrynas,6.0,80
node,3744550142,54.6722734,25.2353243,office:company,work,Greita spauda,Vilkpėdė,18.0,83
node,3748036184,54.6794916,25.2841876,amenity:cafe,leisure,Min Cha,Senamiestis,16.0,67
node,3750084045,54.6552096,25.2274998,shop:hardware,retail,Varžtų pasaulis,Vilkpėdė,18.0,111
node,3750084046,54.6625147,25.2527438,shop:hardware,retail,Varžtų pasaulis,Naujininkai,19.0,-1
node,3750084047,54.7333621,25.2359346,shop:hardware,retail,Varžtų pasaulis,Fabijoniškės,4.0,72
